"brand","detail_link","id","image","name","price","quantity_rating","rating"
"Clarins","https://www.sephora.com/product/clarins-hydrating-peptide-plumping-lip-oil-balm-P512149?skuId=2775518","P512149","https://www.sephora.com/productimages/sku/s2775518-main-zoom.jpg?imwidth=270","Hydrating Peptide & Plumping Lip Oil Balm","$30.00","276","4.57"
"Gucci","https://www.sephora.com/product/gucci-rouge-agrave-l-egrave-vres-satin-lipstick-P452736?skuId=2749489","P452736","https://www.sephora.com/productimages/sku/s2749489-main-zoom.jpg?imwidth=270","Long Lasting Satin Lipstick","$49.00","634","4.46"
"Urban Decay","https://www.sephora.com/product/24-7-glide-on-lip-pencil-P219001?skuId=2790459","P219001","https://www.sephora.com/productimages/sku/s2790459-main-zoom.jpg?imwidth=270","24/7 Glide-On Waterproof Lip Liner","$25.00","2036","4.44"
"REFY","https://www.sephora.com/product/refy-beauty-lip-blur-liner-P513832?skuId=2792174","P513832","https://www.sephora.com/productimages/sku/s2792174-main-zoom.jpg?imwidth=270","Lip Blur Lip Liner","$24.00","190","2.73"
"First Aid Beauty","https://www.sephora.com/product/ultra-repair-lip-balm-P293008?skuId=2736015","P293008","https://www.sephora.com/productimages/sku/s2736015-main-zoom.jpg?imwidth=270","Ultra Repair Lip Balm","$14.00","86","3.84"
"Benefit Cosmetics","https://www.sephora.com/product/benefit-cosmetics-splashtint-lip-stain-P510391?skuId=2766210","P510391","https://www.sephora.com/productimages/sku/s2766210-main-zoom.jpg?imwidth=270","Splashtint Moisturizing Dewy Lip Tint","$24.00","382","4.37"
"CLINIQUE","https://www.sephora.com/product/marimekko-clinique-pop-splash-lip-gloss-P428662?skuId=2023471","P428662","https://www.sephora.com/productimages/sku/s2023471-main-zoom.jpg?imwidth=270","Pop Splash™ Lip Gloss","$22.00","127","4.37"
"REFY","https://www.sephora.com/product/refy-beauty-summer-color-lip-cheek-collection-P511961?skuId=2763365","P511961","https://www.sephora.com/productimages/sku/s2763365-main-zoom.jpg?imwidth=270","Summer Color Lip and Cheek Collection","$45.00","26","4.15"
"Fara Homidi","https://www.sephora.com/product/fara-homidi-smudge-contour-lip-pencil-P511650?skuId=2840221","P511650","https://www.sephora.com/productimages/sku/s2840221-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","Smudge & Contour Lip Pencil","$36.00","42","4.57"
"PAT McGRATH LABS","https://www.sephora.com/product/mini-dramatique-mega-lip-pencil-duo-P514912?skuId=2840080","P514912","https://www.sephora.com/productimages/sku/s2840080-main-zoom.jpg?imwidth=270","Mini Dramatique Mega Lip Pencil Set","$32.00","4","3.50"
"tarte","https://www.sephora.com/product/tarte-lip-liner-plump-duo-P515047?skuId=2834323","P515047","https://www.sephora.com/productimages/sku/s2834323-main-zoom.jpg?imwidth=270","maracuja juicy lip plump primrose duo","$29.00","2","4.00"
"Charlotte Tilbury","https://www.sephora.com/product/lip-lustre-lip-gloss-P433864?skuId=2116499","P433864","https://www.sephora.com/productimages/sku/s2116499-main-zoom.jpg?imwidth=270","Lip Lustre Lip Gloss","$26.00","158","3.27"
"ALPYN","https://www.sephora.com/product/alpyn-beauty-willow-sweet-agave-plumping-lip-mask-P483643?skuId=2801991","P483643","https://www.sephora.com/productimages/sku/s2801991-main-zoom.jpg?imwidth=270","Willow & Sweet Agave Plumping Lip Mask","$28.00","284","4.46"
"NARS","https://www.sephora.com/product/nars-mini-afterglow-blush-lip-shine-duo-P512183?skuId=2773380","P512183","https://www.sephora.com/productimages/sku/s2773380-main-zoom.jpg?imwidth=270","Mini Afterglow Liquid Blush & Lip Shine Duo","$32.00","8","4.50"
"iNNBEAUTY PROJECT","https://www.sephora.com/product/innbeauty-project-latte-lips-lip-oil-glaze-duo-P513466?skuId=2802403","P513466","https://www.sephora.com/productimages/sku/s2802403-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","Latte Lips Lip Oil Glaze Duo","$29.00","89","4.76"
"Buxom","https://www.sephora.com/product/buxom-full-on-lip-cream-P305132?skuId=1668995","P305132","https://www.sephora.com/productimages/sku/s1668995-main-zoom.jpg?imwidth=270","Full-On™ Plumping Lip Cream Gloss","$25.00","3261","4.61"
"NUDESTIX","https://www.sephora.com/product/nudestix-nudeglow-lip-set-2-pcs-hydrating-peptide-lip-butter-P512544?skuId=2799864","P512544","https://www.sephora.com/productimages/sku/s2799864-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","Nudeglow Hydrating Peptide Lip Butter Duo Set","$28.00","79","4.62"
"DIOR","https://www.sephora.com/product/dior-rouge-dior-contour-no-transfer-lip-liner-pencil-P510564?skuId=2789345","P510564","https://www.sephora.com/productimages/sku/s2789345-main-zoom.jpg?imwidth=270","Rouge Dior Contour No-Transfer Lip Liner Pencil","$35.00","308","4.65"
"PAT McGRATH LABS","https://www.sephora.com/product/mattetrance-lipstick-P421813?skuId=2012706","P421813","https://www.sephora.com/productimages/sku/s2012706-main-zoom.jpg?imwidth=270","MatteTrance™ Lipstick","$39.00","915","4.03"
"Too Faced","https://www.sephora.com/product/lip-injection-extreme-lip-plumper-P378111?skuId=1494004","P378111","https://www.sephora.com/productimages/sku/s1494004-main-zoom.jpg?imwidth=270","Lip Injection Extreme Lip Plumper Gloss","$16.00 - $29.00","2802","3.61"
"La Mer","https://www.sephora.com/product/la-mer-the-lip-polish-P480450?skuId=2558500","P480450","https://www.sephora.com/productimages/sku/s2558500-main-zoom.jpg?imwidth=270","The Lip Polish","$80.00","23","4.57"
"Fara Homidi","https://www.sephora.com/product/fara-homidi-essential-lip-refillable-compact-P511748?skuId=2791002","P511748","https://www.sephora.com/productimages/sku/s2791002-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","Essential Lip Refillable Compact","$48.00 - $88.00","60","4.42"
"PATRICK TA","https://www.sephora.com/product/patrick-ta-major-headlines-precision-lip-crayon-P458749?skuId=2363810","P458749","https://www.sephora.com/productimages/sku/s2363810-main-zoom.jpg?imwidth=270","Major Headlines Precision Lip Crayon","$26.00","303","4.77"
"TOM FORD","https://www.sephora.com/product/tom-ford-soleil-lip-blush-P483702?skuId=2573418","P483702","https://www.sephora.com/productimages/sku/s2573418-main-zoom.jpg?imwidth=270","Soleil Lip Blush Balm","$62.00","26","3.69"
"TOM FORD","https://www.sephora.com/product/tom-ford-lip-liner-P513674?skuId=2810893","P513674","https://www.sephora.com/productimages/sku/s2810893-main-zoom.jpg?imwidth=270","Long Wear Lip Liner","$46.00","729","4.71"
"Charlotte Tilbury","https://www.sephora.com/product/pillow-talk-iconic-lip-cheek-secrets-set-P515996?skuId=2868008","P515996","https://www.sephora.com/productimages/sku/s2868008-main-zoom.jpg?imwidth=270","Pillow Talk Iconic Lip and Cheek Secrets Set","$54.00","0","0.00"
"PATRICK TA","https://www.sephora.com/product/monochrome-moment-silky-lip-creme-P451938?skuId=2699270","P451938","https://www.sephora.com/productimages/sku/s2699270-main-zoom.jpg?imwidth=270","Silky Lip Crème","$26.00","449","4.31"
"PATRICK TA","https://www.sephora.com/product/patrick-ta-major-headlines-matte-suede-lipstick-P458748?skuId=2699320","P458748","https://www.sephora.com/productimages/sku/s2699320-main-zoom.jpg?imwidth=270","Major Headlines Matte Suede Lipstick","$32.00","415","4.49"
"Bobbi Brown","https://www.sephora.com/product/luxe-lip-color-P400625?skuId=2595718","P400625","https://www.sephora.com/productimages/sku/s2595718-main-zoom.jpg?imwidth=270","Luxe Lipstick","$43.00","275","4.45"
"Dr. Idriss","https://www.sephora.com/product/barrier-baste-exfoliating-aha-lip-treatment-P515380?skuId=2835585","P515380","https://www.sephora.com/productimages/sku/s2835585-main-zoom.jpg?imwidth=270","Barrier Baste Exfoliating AHA Lip Treatment","$24.00","143","4.53"
"Buxom","https://www.sephora.com/product/buxom-full-on-lip-polish-P174213?skuId=2311389","P174213","https://www.sephora.com/productimages/sku/s2311389-main-zoom.jpg?imwidth=270","Full-On™ Plumping Lip Polish Gloss","$25.00","12423","4.62"
"Freck Beauty","https://www.sephora.com/product/freck-beauty-makeout-club-nude-muse-lip-liner-P510159?skuId=2735827","P510159","https://www.sephora.com/productimages/sku/s2735827-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","MAKEOUT CLUB Nude Muse Lip Liner","$18.00","260","4.78"
"Hourglass","https://www.sephora.com/product/hourglass-unlocked-tm-soft-matte-lipstick-P510553?skuId=2738946","P510553","https://www.sephora.com/productimages/sku/s2738946-main-zoom.jpg?imwidth=270","Unlocked™ Soft Matte Lipstick","$38.00","189","4.64"
"Dr. Jart+","https://www.sephora.com/product/dr-jart-ceramidin-tm-hydrating-ceramide-lip-balm-for-dry-lips-P511549?skuId=2765097","P511549","https://www.sephora.com/productimages/sku/s2765097-main-zoom.jpg?imwidth=270","Ceramidin™ Hydrating Ceramide Lip Balm for Dry Lips","$16.00","12","3.92"
"Givenchy","https://www.sephora.com/product/givenchy-le-rouge-interdit-universal-sheer-hydrating-universal-lip-balm-P514891?skuId=2672038","P514891","https://www.sephora.com/productimages/sku/s2672038-main-zoom.jpg?imwidth=270","Le Rouge Interdit Universal Sheer Hydrating Lip Balm","$41.00","154","4.10"
"REFY","https://www.sephora.com/product/lip-buff-prep-scrub-P506750?skuId=2686319","P506750","https://www.sephora.com/productimages/sku/s2686319-main-zoom.jpg?imwidth=270","Lip Buff Prep Scrub","$20.00","97","3.07"
"TOM FORD","https://www.sephora.com/product/ultra-shine-lip-color-P429018?skuId=2050037","P429018","https://www.sephora.com/productimages/sku/s2050037-main-zoom.jpg?imwidth=270","Ultra Shine Lip Color","$62.00","580","4.61"
"DIOR","https://www.sephora.com/product/dior-lip-maximizer-serum-P480599?skuId=2509255","P480599","https://www.sephora.com/productimages/sku/s2509255-main-zoom.jpg?imwidth=270","Lip Maximizer Serum","$40.00","50","3.58"
"ONE/SIZE by Patrick Starrr","https://www.sephora.com/product/one-size-by-patrick-starrr-lip-snatcher-hydrating-liquid-lipstick-lip-gloss-duo-P504363?skuId=2648178","P504363","https://www.sephora.com/productimages/sku/s2648178-main-zoom.jpg?imwidth=270","Lip Snatcher Hydrating Liquid Lipstick and Lip Gloss Duo","$28.00","229","4.03"
"TOM FORD","https://www.sephora.com/product/tom-ford-soleil-liquid-lip-blush-P511230?skuId=2756187","P511230","https://www.sephora.com/productimages/sku/s2756187-main-zoom.jpg?imwidth=270","Soleil Liquid Lip Blush Lip Balm","$65.00","186","4.56"
"NARS","https://www.sephora.com/product/precision-lip-liner-P422073?skuId=1975275","P422073","https://www.sephora.com/productimages/sku/s1975275-main-zoom.jpg?imwidth=270","Precision Lip Liner","$26.00","80","4.45"
"NATASHA DENONA","https://www.sephora.com/product/my-dream-lip-crayon-long-lasting-easy-glide-lip-liner-P502303?skuId=2606580","P502303","https://www.sephora.com/productimages/sku/s2606580-main-zoom.jpg?imwidth=270","My Dream Lip Crayon - Long Lasting Easy Glide Lip Liner","$24.00","232","4.84"
"GXVE BY GWEN STEFANI","https://www.sephora.com/product/double-dippin-lip-mask-lip-remover-P503639?skuId=2591493","P503639","https://www.sephora.com/productimages/sku/s2591493-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","Double Dippin' 2-in-1 Lip Color Remover & Hydrating Lip Mask","$24.00","38","4.42"
"MACRENE actives","https://www.sephora.com/product/macrene-actives-plumping-high-performance-lip-filler-with-hyaluronic-acid-P505140?skuId=2674083","P505140","https://www.sephora.com/productimages/sku/s2674083-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","Plumping High Performance Lip Filler with Hyaluronic Acid","$95.00","350","4.30"
"GXVE BY GWEN STEFANI","https://www.sephora.com/product/gxve-by-gwen-stefani-anaheim-shine-clean-high-performance-satin-lipstick-P481996?skuId=2591444","P481996","https://www.sephora.com/productimages/sku/s2591444-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","Anaheim Shine Clean High-Performance Satin Lipstick","$26.00","359","4.62"
"CLINIQUE","https://www.sephora.com/product/pop-liquid-matte-lip-colour-P411531?skuId=1860220","P411531","https://www.sephora.com/productimages/sku/s1860220-main-zoom.jpg?imwidth=270","Clinique Pop Liquid™ Matte Lip Colour + Primer Lipstick","$19.50","62","3.68"
"PATRICK TA","https://www.sephora.com/product/patrick-ta-major-holiday-gloss-duo-kit-P512545?skuId=2812568","P512545","https://www.sephora.com/productimages/sku/s2812568-main-zoom.jpg?imwidth=270","Major Volume™ Plumping Gloss Duo","$39.00","48","3.90"
"Too Faced","https://www.sephora.com/product/too-faced-mini-lip-injection-maximum-plump-extra-strength-lip-plumper-P471584?skuId=2449072","P471584","https://www.sephora.com/productimages/sku/s2449072-main-zoom.jpg?imwidth=270","Mini Lip Injection Maximum Plump Extra Strength Hydrating Lip Plumper","$18.00","390","3.31"
"LAWLESS","https://www.sephora.com/product/lawless-forget-filler-definer-lip-liner-P468455?skuId=2709145","P468455","https://www.sephora.com/productimages/sku/s2709145-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","Forget The Filler Definer Lip Liner","$21.00","316","4.63"
"Charlotte Tilbury","https://www.sephora.com/product/superstar-lips-lipstick-P446610?skuId=2369080","P446610","https://www.sephora.com/productimages/sku/s2369080-main-zoom.jpg?imwidth=270","Superstar Lips Lipstick","$35.00","58","4.16"
"Lancôme","https://www.sephora.com/product/l-absolu-rouge-P244911?skuId=2494037","P244911","https://www.sephora.com/productimages/sku/s2494037-main-zoom.jpg?imwidth=270","L'Absolu Rouge Cream Lipstick","$35.00","342","4.52"
"TOM FORD","https://www.sephora.com/product/tom-ford-soleil-sunlit-rose-lip-balm-P509462?skuId=2503381","P509462","https://www.sephora.com/productimages/sku/s2503381-main-zoom.jpg?imwidth=270","Soleil Sunlit Rose Lip Balm","$35.00 - $62.00","472","4.13"
"Too Faced","https://www.sephora.com/product/cocoa-bold-cream-lipstick-P501036?skuId=2600948","P501036","https://www.sephora.com/productimages/sku/s2600948-main-zoom.jpg?imwidth=270","Cocoa Bold Cream Lipstick","$29.00","63","4.63"
"Ami Colé","https://www.sephora.com/product/lip-treatment-oil-P503741?skuId=2787976","P503741","https://www.sephora.com/productimages/sku/s2787976-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","Hydrating Lip Treatment Oil","$20.00","447","4.22"
"Herbivore","https://www.sephora.com/product/herbivore-botanicals-dream-jelly-vegan-multi-oil-lip-balm-for-hydration-plumping-P510936?skuId=2766665","P510936","https://www.sephora.com/productimages/sku/s2766665-main-zoom.jpg?imwidth=270&pb=clean-planet-aware","Dream Jelly Vegan Multi-Oil Lip Balm for Hydration and Plumping","$18.00","278","4.29"
"caliray","https://www.sephora.com/product/socal-superbloom-lip-cheek-blush-hydrating-soft-stain-with-hyaluronic-acid-P507322?skuId=2698306","P507322","https://www.sephora.com/productimages/sku/s2698306-main-zoom.jpg?imwidth=270&pb=clean-planet-aware","Socal Superbloom Lip and Cheek Dewy Gloss + Blush Tint","$28.00","330","4.51"
"NARS","https://www.sephora.com/product/nars-mini-orgasm-blush-lip-duo-P511407?skuId=2774727","P511407","https://www.sephora.com/productimages/sku/s2774727-main-zoom.jpg?imwidth=270","Mini Orgasm Blush and Lip Duo","$30.00","19","3.37"
"Hourglass","https://www.sephora.com/product/hourglass-unlocked-tm-satin-creme-lipstick-P504297?skuId=2637510","P504297","https://www.sephora.com/productimages/sku/s2637510-main-zoom.jpg?imwidth=270","Unlocked™ Satin Crème Lipstick","$38.00","229","4.50"
"ILIA","https://www.sephora.com/product/color-haze-multi-use-pigment-P444438?skuId=2199974","P444438","https://www.sephora.com/productimages/sku/s2199974-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","Color Haze Multi-Use Pigment","$32.00","204","4.04"
"Farmacy","https://www.sephora.com/product/honey-butter-beeswax-lip-balm-P428416?skuId=2042794","P428416","https://www.sephora.com/productimages/sku/s2042794-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","Honey Butter Beeswax Lip Balm","$15.00","941","4.24"
