"brand","detail_link","id","image","name","price","quantity_rating","rating"
"SEPHORA COLLECTION","https://www.sephora.com/product/sc-rouge-lacquer-P511209?skuId=2730158","P511209","https://www.sephora.com/productimages/sku/s2730158-main-zoom.jpg?imwidth=270&pb=2023-03-sephora-value-2023","About That Shine Lacquer Shine Lipstick","$16.00","201","4.62"
"SEPHORA COLLECTION","https://www.sephora.com/product/exfoliating-lip-scrub-P511113?skuId=2707909","P511113","https://www.sephora.com/productimages/sku/s2707909-main-zoom.jpg?imwidth=270&pb=2023-03-sephora-value-2023","Exfoliating Lip Scrub","$7.00","180","4.00"
"SEPHORA COLLECTION","https://www.sephora.com/product/soft-matte-easy-liqud-lipstick-P506541?skuId=2667061","P506541","https://www.sephora.com/productimages/sku/s2667061-main-zoom.jpg?imwidth=270&pb=2023-03-sephora-value-2023","Soft Matte & Easy Liquid Lipstick","$16.00","438","4.51"
"BASMA","https://www.sephora.com/product/the-high-pigment-blurring-gloss-balm-P515726?skuId=2847580","P515726","https://www.sephora.com/productimages/sku/s2847580-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","The High-Pigment Blurring Gloss Balm","$26.00","106","4.87"
"Kosas","https://www.sephora.com/product/weightless-lip-color-P441883?skuId=2686343","P441883","https://www.sephora.com/productimages/sku/s2686343-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","Weightless Lip Color Nourishing Satin Lipstick","$26.00","481","4.36"
"Yves Saint Laurent","https://www.sephora.com/product/the-inks-blurring-matte-liquid-lip-stain-P514675?skuId=2818144","P514675","https://www.sephora.com/productimages/sku/s2818144-main-zoom.jpg?imwidth=270","The Inks Blurring Matte Liquid Lip Stain","$48.00","203","4.27"
"tarte","https://www.sephora.com/product/tarte-maracuja-juicy-plumping-lip-oil-P511952?skuId=2824795","P511952","https://www.sephora.com/productimages/sku/s2824795-main-zoom.jpg?imwidth=270","maracuja juicy plumping lip oil","$26.00","147","4.16"
"SEPHORA COLLECTION","https://www.sephora.com/product/color-twister-color-changing-oil-in-stick-lip-cheek-P516070?skuId=2870749","P516070","https://www.sephora.com/productimages/sku/s2870749-main-zoom.jpg?imwidth=270&pb=2023-03-sephora-value-2023","Color Twister Color Changing Oil-in-Stick for Lip + Cheek","$12.00","26","4.50"
"tarte","https://www.sephora.com/product/mini-maracuja-juicy-triple-threat-trio-P515012?skuId=2833267","P515012","https://www.sephora.com/productimages/sku/s2833267-main-zoom.jpg?imwidth=270","mini maracuja juicy triple threat trio","$29.00","6","3.00"
"Fenty Beauty by Rihanna","https://www.sephora.com/product/cherry-treat-conditioning-lip-oil-P500307?skuId=2536423","P500307","https://www.sephora.com/productimages/sku/s2536423-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","Fenty Treatz Hydrating + Strengthening Lip Oil","$24.00","1237","4.23"
"Rare Beauty by Selena Gomez","https://www.sephora.com/product/kind-words-matte-lipstick-P500637?skuId=2798262","P500637","https://www.sephora.com/productimages/sku/s2798262-main-zoom.jpg?imwidth=270","Kind Words Matte Lipstick","$20.00","768","4.41"
"VIOLETTE_FR","https://www.sephora.com/product/bisou-balm-sheer-matte-lipstick-P515456?skuId=2864403","P515456","https://www.sephora.com/productimages/sku/s2864403-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","BISOU BALM Sheer Matte Lipstick","$29.00","67","4.37"
"Sol de Janeiro","https://www.sephora.com/product/brazilian-kiss-cupua-u-lip-butter-P415747?skuId=1902386","P415747","https://www.sephora.com/productimages/sku/s1902386-main-zoom.jpg?imwidth=270","Brazilian Kiss Cupuaçu Lip Butter","$18.00","1712","4.10"
"MAKEUP BY MARIO","https://www.sephora.com/product/makeup-by-mario-hydrating-supershine-lip-gloss-P514610?skuId=2835130","P514610","https://www.sephora.com/productimages/sku/s2835130-main-zoom.jpg?imwidth=270","Hydrating SuperShine™ Lip Gloss","$26.00","289","4.53"
"Gisou","https://www.sephora.com/product/honey-gloss-hydration-trio-set-P515923?skuId=2847390","P515923","https://www.sephora.com/productimages/sku/s2847390-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","Honey Gloss Hydration Trio Set","$65.00","5","4.20"
"LAWLESS","https://www.sephora.com/product/lawless-forget-filler-lip-plumping-line-smoothing-gloss-P468175?skuId=2862910","P468175","https://www.sephora.com/productimages/sku/s2862910-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","Forget The Filler Lip Plumper Line Smoothing Gloss","$15.00 - $38.00","2086","3.96"
"Rare Beauty by Selena Gomez","https://www.sephora.com/product/rare-beauty-by-selena-gomez-lip-souffle-matte-cream-lipstick-P87987897?skuId=2629392","P87987897","https://www.sephora.com/productimages/sku/s2629392-main-zoom.jpg?imwidth=270","Lip Soufflé Matte Cream Lipstick","$20.00","1580","4.24"
"Glossier","https://www.sephora.com/product/glossier-ultralip-high-shine-lipstick-with-hyaluronic-acid-P504823?skuId=2636728","P504823","https://www.sephora.com/productimages/sku/s2636728-main-zoom.jpg?imwidth=270","Ultralip High Shine Lipstick with Hyaluronic Acid","$22.00","664","3.97"
"SEPHORA COLLECTION","https://www.sephora.com/product/sephora-collection-about-that-shine-sheer-shine-P511183?skuId=2729986","P511183","https://www.sephora.com/productimages/sku/s2729986-main-zoom.jpg?imwidth=270&pb=2023-03-sephora-value-2023","About That Shine Sheer Shine Lipstick","$16.00","433","4.55"
"SEPHORA COLLECTION","https://www.sephora.com/product/sephora-collection-totally-juicy-lip-tint-P516072?skuId=2870731","P516072","https://www.sephora.com/productimages/sku/s2870731-main-zoom.jpg?imwidth=270&pb=2023-03-sephora-value-2023","Totally Juicy Lip Tint","$14.00","23","4.65"
"SEPHORA COLLECTION","https://www.sephora.com/product/sephora-collection-nourishing-lip-sleeping-mask-in-cherry-vanilla-P467652?skuId=2707727","P467652","https://www.sephora.com/productimages/sku/s2707727-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","Nourishing Lip Sleeping Mask in Cherry + Vanilla","$7.00","739","3.95"
"Fenty Beauty by Rihanna","https://www.sephora.com/product/fenty-beauty-rihanna-gloss-bomb-ice-P502222?skuId=2616613","P502222","https://www.sephora.com/productimages/sku/s2616613-main-zoom.jpg?imwidth=270","Gloss Bomb Ice","$26.00","501","4.57"
"tarte","https://www.sephora.com/product/tarte-maracuja-juicy-lip-vinyl-P509396?skuId=2737112","P509396","https://www.sephora.com/productimages/sku/s2737112-main-zoom.jpg?imwidth=270","maracuja juicy lip vinyl","$26.00","215","4.06"
"Charlotte Tilbury","https://www.sephora.com/product/matte-revolution-lipstick-P433530?skuId=2736098","P433530","https://www.sephora.com/productimages/sku/s2736098-main-zoom.jpg?imwidth=270","Matte Revolution Hydrating Lipstick","$35.00 - $38.00","2285","4.25"
"DIOR","https://www.sephora.com/product/dior-dior-addict-lip-tint-P483654?skuId=2571420","P483654","https://www.sephora.com/productimages/sku/s2571420-main-zoom.jpg?imwidth=270","Dior Addict Lip Tint","$40.00","207","3.61"
"SEPHORA COLLECTION","https://www.sephora.com/product/sephora-collection-extreme-lip-plumper-P479855?skuId=2730810","P479855","https://www.sephora.com/productimages/sku/s2730810-main-zoom.jpg?imwidth=270&pb=2023-03-sephora-value-2023","Outrageous Plump Intense Hydrating Lip Gloss","$14.00","544","4.02"
"Too Faced","https://www.sephora.com/product/too-faced-lip-injection-power-plumping-lip-gloss-P467795?skuId=2410967","P467795","https://www.sephora.com/productimages/sku/s2410967-main-zoom.jpg?imwidth=270","Lip Injection Power Plumping Hydrating Lip Gloss","$28.00","306","3.99"
"MAKEUP BY MARIO","https://www.sephora.com/product/makeup-by-mario-supersatin-lipstick-P509305?skuId=2731636","P509305","https://www.sephora.com/productimages/sku/s2731636-main-zoom.jpg?imwidth=270","SuperSatin® Lipstick","$28.00","172","4.41"
"Sephora Favorites","https://www.sephora.com/product/perfect-pout-lip-kit-P514614?skuId=2834646","P514614","https://www.sephora.com/productimages/sku/s2834646-main-zoom.jpg?imwidth=270","Perfect Pout Lip Set","$42.00","119","3.96"
"Glossier","https://www.sephora.com/product/glossier-glassy-high-shine-lip-gloss-P504829?skuId=2831287","P504829","https://www.sephora.com/productimages/sku/s2831287-main-zoom.jpg?imwidth=270","Glassy High-Shine Lip Gloss","$18.00","391","3.42"
"Fenty Beauty by Rihanna","https://www.sephora.com/product/gloss-bomb-oil-luminizing-lip-oil-n-gloss-P516100?skuId=2868255","P516100","https://www.sephora.com/productimages/sku/s2868255-main-zoom.jpg?imwidth=270","Gloss Bomb Oil Luminizing Lip Oil 'N Gloss","$26.00","76","4.57"
"tarte","https://www.sephora.com/product/tarte-lip-liner-balm-duo-P515059?skuId=2834299","P515059","https://www.sephora.com/productimages/sku/s2834299-main-zoom.jpg?imwidth=270","maracuja juicy lip balm rose duo","$29.00","2","4.50"
"Paula's Choice","https://www.sephora.com/product/pro-collagen-peptide-plumping-gloss-balm-lip-treatment-P514674?skuId=2828416","P514674","https://www.sephora.com/productimages/sku/s2828416-main-zoom.jpg?imwidth=270","Pro-Collagen Peptide Plumping Gloss Balm Lip Treatment","$24.00","183","4.64"
"Gucci","https://www.sephora.com/product/gucci-gucci-rouge-a-levres-mat-matte-lipstick-P453273?skuId=2788420","P453273","https://www.sephora.com/productimages/sku/s2788420-main-zoom.jpg?imwidth=270","Velvet Matte Lipstick","$49.00","699","4.39"
"NARS","https://www.sephora.com/product/nars-explicit-refillable-satin-lipstick-P512469?skuId=2797124","P512469","https://www.sephora.com/productimages/sku/s2797124-main-zoom.jpg?imwidth=270","Explicit Refillable Satin Lipstick","$24.00 - $40.00","346","4.60"
"Kosas","https://www.sephora.com/product/kosas-wet-stick-moisture-lip-shine-P505694?skuId=2681799","P505694","https://www.sephora.com/productimages/sku/s2681799-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","Wet Stick Moisturizing Shiny Sheer Lipstick with Ceramides","$24.00","690","4.31"
"Fenty Beauty by Rihanna","https://www.sephora.com/product/stunna-lip-paint-P39787544?skuId=1925114","P39787544","https://www.sephora.com/productimages/sku/s1925114-main-zoom.jpg?imwidth=270","Stunna Lip Paint Longwear Fluid Lip Color","$29.00","5379","4.23"
"MERIT","https://www.sephora.com/product/merit-signature-lip-lightweight-matte-lipstick-P510442?skuId=2759793","P510442","https://www.sephora.com/productimages/sku/s2759793-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","Signature Lip Lightweight Matte Lipstick","$26.00","669","4.78"
"Anastasia Beverly Hills","https://www.sephora.com/product/anastasia-beverly-hills-matte-satin-velvet-lipstick-P480576?skuId=2650992","P480576","https://www.sephora.com/productimages/sku/s2650992-main-zoom.jpg?imwidth=270","Long-Wearing Matte & Satin Velvet Lipstick","$23.00","1566","4.55"
"Givenchy","https://www.sephora.com/product/givenchy-givenchy-rose-perfecto-shine-serum-lip-oil-stick-P515119?skuId=2834224","P515119","https://www.sephora.com/productimages/sku/s2834224-main-zoom.jpg?imwidth=270","Givenchy Rose Perfecto Shine Serum Lip Oil Stick","$41.00","211","4.70"
"MAKE UP FOR EVER","https://www.sephora.com/product/make-up-for-ever-rouge-artist-forever-lipstick-P512254?skuId=2797504","P512254","https://www.sephora.com/productimages/sku/s2797504-main-zoom.jpg?imwidth=270","Rouge Artist For Ever Satin & Matte Lipstick","$28.00","261","4.76"
"Drunk Elephant","https://www.sephora.com/product/lippe-tm-P403818?skuId=1766930","P403818","https://www.sephora.com/productimages/sku/s1766930-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","Lippe Balm","$19.00","2074","3.70"
"HAUS LABS BY LADY GAGA","https://www.sephora.com/product/haus-labs-by-lady-gaga-mini-phd-lip-oils-P506279?skuId=2779692","P506279","https://www.sephora.com/productimages/sku/s2779692-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","Mini PhD Hybrid Hydrating Tinted Lip Oil","$16.00","875","3.85"
"Urban Decay","https://www.sephora.com/product/vice-lipstick-P409523?skuId=2481943","P409523","https://www.sephora.com/productimages/sku/s2481943-main-zoom.jpg?imwidth=270","Vice Hydrating Lipstick","$21.00","1429","4.54"
"SEPHORA COLLECTION","https://www.sephora.com/product/nourishing-lip-butter-P510926?skuId=2707990","P510926","https://www.sephora.com/productimages/sku/s2707990-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","Nourishing Lip Butter","$8.00","264","4.34"
"NARS","https://www.sephora.com/product/powermatte-high-intensity-long-lasting-lip-pencil-P507545?skuId=2756104","P507545","https://www.sephora.com/productimages/sku/s2756104-main-zoom.jpg?imwidth=270","Powermatte High-Intensity Long-Lasting Lip Pencil","$30.00","331","4.13"
"Urban Decay","https://www.sephora.com/product/vice-lip-bond-longwear-liquid-lipstick-P501181?skuId=2589653","P501181","https://www.sephora.com/productimages/sku/s2589653-main-zoom.jpg?imwidth=270","Vice Lip Bond Glossy Longwear Liquid Lipstick","$28.00","1986","4.37"
"Valentino","https://www.sephora.com/product/valentino-rosso-valentino-refillable-lipstick-P479501?skuId=2541597","P479501","https://www.sephora.com/productimages/sku/s2541597-main-zoom.jpg?imwidth=270","Rosso Valentino High Pigment Refillable Lipstick","$30.00 - $45.00","393","4.40"
"Armani Beauty","https://www.sephora.com/product/giorgio-armani-beauty-prisma-glass-hydrating-lip-gloss-with-squalane-P510283?skuId=2799641","P510283","https://www.sephora.com/productimages/sku/s2799641-main-zoom.jpg?imwidth=270","Prisma Glass Hydrating Lip Gloss with Squalane","$38.00","835","4.59"
"HAUS LABS BY LADY GAGA","https://www.sephora.com/product/haus-labs-by-lady-gaga-phd-hybrid-lip-glaze-plumping-gloss-P509390?skuId=2736866","P509390","https://www.sephora.com/productimages/sku/s2736866-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","PhD Hybrid Lip Glaze Plumping Gloss","$26.00","639","4.44"
"ONE/SIZE by Patrick Starrr","https://www.sephora.com/product/one-size-by-patrick-starrr-lip-snatcher-waterproof-precision-lip-liner-P504605?skuId=2648269","P504605","https://www.sephora.com/productimages/sku/s2648269-main-zoom.jpg?imwidth=270","Lip Snatcher Waterproof Precision Lip Liner","$14.00","373","4.42"
"Tatcha","https://www.sephora.com/product/tatcha-the-kissu-lip-tint-spf-25-hydrating-tinted-lip-sunscreen-P510516?skuId=2762177","P510516","https://www.sephora.com/productimages/sku/s2762177-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","The Kissu Lip Tint SPF 25 Hydrating Tinted Lip Sunscreen","$34.00","372","4.34"
"Mario Badescu","https://www.sephora.com/product/mario-badescu-lip-balm-P440503?skuId=2185296","P440503","https://www.sephora.com/productimages/sku/s2185296-main-zoom.jpg?imwidth=270","Lip Balm","$8.00","207","4.34"
"Fenty Beauty by Rihanna","https://www.sephora.com/product/lux-balm-ultra-hydrating-cherry-lip-balm-P508880?skuId=2730919","P508880","https://www.sephora.com/productimages/sku/s2730919-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","Lux Balm Ultra-Hydrating Cherry Lip Balm","$16.00","294","3.29"
"Lancôme","https://www.sephora.com/product/lancome-juicy-tubes-original-lip-gloss-P457812?skuId=2355998","P457812","https://www.sephora.com/productimages/sku/s2355998-main-zoom.jpg?imwidth=270","Juicy Tubes Original Lip Gloss","$25.00","1684","4.53"
"NARS","https://www.sephora.com/product/nars-powermatte-lipstick-P501583?skuId=2756088","P501583","https://www.sephora.com/productimages/sku/s2756088-main-zoom.jpg?imwidth=270","Powermatte Long-Lasting Lipstick","$34.00","348","4.34"
"iNNBEAUTY PROJECT","https://www.sephora.com/product/innbeauty-project-glaze-lip-oil-P471038?skuId=2763902","P471038","https://www.sephora.com/productimages/sku/s2763902-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","Glaze Lip Oil","$18.00","501","4.26"
"Bobbi Brown","https://www.sephora.com/product/crushed-lip-color-P422224?skuId=2417459","P422224","https://www.sephora.com/productimages/sku/s2417459-main-zoom.jpg?imwidth=270","Crushed Lip Color Moisturizing Lipstick","$33.00","466","4.37"
"Kaja","https://www.sephora.com/product/kaja-jelly-charm-lip-blush-glazed-stain-with-keychain-P504365?skuId=2646545","P504365","https://www.sephora.com/productimages/sku/s2646545-main-zoom.jpg?imwidth=270","Jelly Charm Glazed Lip Stain & Blush With Keychain","$25.00","1100","4.50"
"Hello Sunday","https://www.sephora.com/product/hello-sunday-the-one-for-your-lips-spf-50-hydrating-lip-balm-with-hyaluronic-acid-squalane-P511648?skuId=2753291","P511648","https://www.sephora.com/productimages/sku/s2753291-main-zoom.jpg?imwidth=270","The One For Your Lips SPF 50 Hydrating Lip Balm with Hyaluronic Acid & Squalane","$12.00","109","3.72"
"LAWLESS","https://www.sephora.com/product/forget-filler-lip-plumping-line-smoothing-satin-cream-lipstick-P506812?skuId=2694552","P506812","https://www.sephora.com/productimages/sku/s2694552-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","Forget the Filler Lip-Plumping Line-Smoothing Satin Cream Lipstick","$28.00","310","4.34"
"Kaja","https://www.sephora.com/product/cushy-vibe-moisturizing-lip-stain-P436153?skuId=2139764","P436153","https://www.sephora.com/productimages/sku/s2139764-main-zoom.jpg?imwidth=270","Cushy Vibe High-Pigment Lip Stain","$18.00","529","4.39"
"Jack Black","https://www.sephora.com/product/intense-therapy-lip-balm-spf-25-P12573?skuId=564344","P12573","https://www.sephora.com/productimages/sku/s564344-main-zoom.jpg?imwidth=270","Intense Therapy Lip Balm SPF 25","$10.00","3703","4.67"
"Freck Beauty","https://www.sephora.com/product/freck-beauty-cheekslime-lip-cheek-tint-with-plant-collagen-P469819?skuId=2777688","P469819","https://www.sephora.com/productimages/sku/s2777688-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","CHEEKSLIME Lip + Cheek Tint","$22.00","346","4.66"
"ILIA","https://www.sephora.com/product/ilia-balmy-tint-hydrating-lip-balm-P472978?skuId=2446144","P472978","https://www.sephora.com/productimages/sku/s2446144-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","Balmy Tint Hydrating Lip Balm","$28.00","793","4.45"
"Tower 28 Beauty","https://www.sephora.com/product/tower-28-sos-lipsoftie-hydrating-lip-treatment-balm-P509899?skuId=2735207","P509899","https://www.sephora.com/productimages/sku/s2735207-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","SOS LipSoftie® Hydrating Lip Treatment Balm","$16.00","197","4.22"
"Kosas","https://www.sephora.com/product/lip-oil-P451920?skuId=2486769","P451920","https://www.sephora.com/productimages/sku/s2486769-main-zoom.jpg?imwidth=270&pb=allure-2023-clean-badge","Wet Lip Oil Plumping Peptide Lip Treatment Gloss","$24.00","1053","3.76"
"PATRICK TA","https://www.sephora.com/product/patrick-ta-major-volume-plumping-lip-gloss-P481729?skuId=2742559","P481729","https://www.sephora.com/productimages/sku/s2742559-main-zoom.jpg?imwidth=270","Major Volume Plumping Lip Gloss","$15.00 - $26.00","1095","4.36"
"Bobbi Brown","https://www.sephora.com/product/bobbi-brown-crushed-oil-infused-gloss-P454116?skuId=2306686","P454116","https://www.sephora.com/productimages/sku/s2306686-main-zoom.jpg?imwidth=270","Crushed Oil-Infused Lip Gloss","$33.00","894","4.75"
"Tower 28 Beauty","https://www.sephora.com/product/tower-28-line-shine-lip-kit-P515680?skuId=2842995","P515680","https://www.sephora.com/productimages/sku/s2842995-main-zoom.jpg?imwidth=270","Line + Shine Lip Kit","$24.00","3","4.67"
"SEPHORA COLLECTION","https://www.sephora.com/product/sephora-collection-blush-go-matte-liquid-blush-P515938?skuId=2871077","P515938","https://www.sephora.com/productimages/sku/s2871077-main-zoom.jpg?imwidth=270&pb=2023-03-sephora-value-2023","Blush & Go Longwear Matte Liquid Blush For Lip and Cheek","$16.00","43","4.42"
"LAWLESS","https://www.sephora.com/product/lawless-forget-filler-overnight-lip-plumping-mask-P480326?skuId=2785657","P480326","https://www.sephora.com/productimages/sku/s2785657-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","Forget The Filler Overnight Lip Plumping Mask","$22.00","1081","4.28"
"Fenty Beauty by Rihanna","https://www.sephora.com/product/fenty-poutsicle-hydrating-lip-stain-P500061?skuId=2710978","P500061","https://www.sephora.com/productimages/sku/s2710978-main-zoom.jpg?imwidth=270","Poutsicle Hydrating Lip Stain","$28.00","909","4.19"
"Prada Beauty","https://www.sephora.com/product/prada-beauty-monochrome-hyper-matte-refillable-lipstick-P509658?skuId=2754083","P509658","https://www.sephora.com/productimages/sku/s2754083-main-zoom.jpg?imwidth=270","Monochrome Hyper Matte Refillable Lipstick","$40.00 - $50.00","187","4.65"
"Yves Saint Laurent","https://www.sephora.com/product/rouge-pur-couture-lipstick-collection-P400701?skuId=2695971","P400701","https://www.sephora.com/productimages/sku/s2695971-main-zoom.jpg?imwidth=270","Rouge Pur Couture Caring Satin Lipstick with Ceramides","$48.00","1219","4.55"
"NARS","https://www.sephora.com/product/afterglow-lip-oil-P514562?skuId=2842391","P514562","https://www.sephora.com/productimages/sku/s2842391-main-zoom.jpg?imwidth=270","Afterglow Sheer Hydrating Lip Oil","$28.00","159","4.78"
"GXVE BY GWEN STEFANI","https://www.sephora.com/product/pout-to-get-real-clean-overlining-lip-liner-P502461?skuId=2590974","P502461","https://www.sephora.com/productimages/sku/s2590974-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","Pout to Get Real Clean Overlining Lip Liner","$22.00","184","3.79"
"Dr. Jart+","https://www.sephora.com/product/dr-jart-dr-jart-x-enhypen-jelly-bear-lip-mask-with-bonus-id-photo-set-P513294?skuId=2810299","P513294","https://www.sephora.com/productimages/sku/s2810299-main-zoom.jpg?imwidth=270","Jelly Bear Lip Mask","$25.00","108","4.36"
"PAT McGRATH LABS","https://www.sephora.com/product/pat-mcgrath-labs-satinallure-lipstick-P482714?skuId=2670784","P482714","https://www.sephora.com/productimages/sku/s2670784-main-zoom.jpg?imwidth=270&pb=allure-2023-bestofbeauty-badge","SatinAllure™ Lipstick","$30.00","699","4.50"
"Sarah Creal","https://www.sephora.com/product/sarah-creal-speak-for-yourself-hydrating-lipstick-P513257?skuId=2823839","P513257","https://www.sephora.com/productimages/sku/s2823839-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","Speak For Yourself Hydrating Lipstick","$50.00","67","4.61"
"Iris&Romeo","https://www.sephora.com/product/weekend-skin-spf-30-moisture-lip-balm-P516192?skuId=2871663","P516192","https://www.sephora.com/productimages/sku/s2871663-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","Weekend Skin SPF 30 Moisture Lip Balm","$29.00","81","4.89"
"Fenty Beauty by Rihanna","https://www.sephora.com/product/fenty-icon-velvet-liquid-lipstick-P504872?skuId=2655942","P504872","https://www.sephora.com/productimages/sku/s2655942-main-zoom.jpg?imwidth=270","Fenty Icon Velvet Liquid Lipstick","$29.00","608","3.27"
"Yves Saint Laurent","https://www.sephora.com/product/yves-saint-laurent-inks-shine-liquid-lip-P514289?skuId=2789527","P514289","https://www.sephora.com/productimages/sku/s2789527-main-zoom.jpg?imwidth=270","The Inks Vinyl Cream High Shine Lip Stain","$48.00","191","4.45"
"TOM FORD","https://www.sephora.com/product/tom-ford-lip-color-lipstick-P513666?skuId=2806420","P513666","https://www.sephora.com/productimages/sku/s2806420-main-zoom.jpg?imwidth=270","Lip Color Lipstick","$62.00","1719","4.75"
"Westman Atelier","https://www.sephora.com/product/westman-atelier-lip-suede-hydrating-matte-lipstick-P510431?skuId=2845725","P510431","https://www.sephora.com/productimages/sku/s2845725-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","Lip Suede Hydrating Matte Lipstick with Hyaluronic Acid","$50.00","434","4.45"
"REFY","https://www.sephora.com/product/lip-blush-P507174?skuId=2686269","P507174","https://www.sephora.com/productimages/sku/s2686269-main-zoom.jpg?imwidth=270","Lip Blush","$24.00","162","3.61"
"CAY SKIN","https://www.sephora.com/product/cay-skin-isle-lip-balm-spf-30-P481367?skuId=2561868","P481367","https://www.sephora.com/productimages/sku/s2561868-main-zoom.jpg?imwidth=270","Isle Lip Balm SPF 30 with Sea Moss and Aloe Stem Cells","$16.00","1028","3.56"
"Benefit Cosmetics","https://www.sephora.com/product/benefit-cosmetics-plushtint-moisturizing-matte-lip-tint-P510377?skuId=2773224","P510377","https://www.sephora.com/productimages/sku/s2773224-main-zoom.jpg?imwidth=270","Plushtint Moisturizing Matte Lip Tint","$24.00","361","4.64"
"Kosas","https://www.sephora.com/product/kosas-hotliner-hyaluronic-acid-contouring-lip-liner-P510999?skuId=2767374","P510999","https://www.sephora.com/productimages/sku/s2767374-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","Hotliner Hyaluronic Acid Contouring Lip Liner","$22.00","260","4.55"
"Givenchy","https://www.sephora.com/product/givenchy-rouge-rose-perfecto-plumping-lip-balm-24h-hydration-P472700?skuId=2749539","P472700","https://www.sephora.com/productimages/sku/s2749539-main-zoom.jpg?imwidth=270","Rose Perfecto Lip Balm 24H Hydration","$39.00","1001","4.40"
"HUDA BEAUTY","https://www.sephora.com/product/huda-beauty-liquid-matte-ultra-comfort-transfer-proof-lipstick-P479843?skuId=2548840","P479843","https://www.sephora.com/productimages/sku/s2548840-main-zoom.jpg?imwidth=270","Liquid Matte Ultra-Comfort Transfer-proof Lipstick","$23.00","828","4.27"
"Freck Beauty","https://www.sephora.com/product/freck-beauty-makeout-club-soft-blur-lipstick-P502850?skuId=2590149","P502850","https://www.sephora.com/productimages/sku/s2590149-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","MAKEOUT CLUB Soft Blur Lipstick","$24.00","313","4.51"
"Glossier","https://www.sephora.com/product/glossier-generation-g-sheer-matte-lipstick-P504802?skuId=2717965","P504802","https://www.sephora.com/productimages/sku/s2717965-main-zoom.jpg?imwidth=270","Generation G Sheer Matte Lipstick","$20.00","358","3.27"
"Charlotte Tilbury","https://www.sephora.com/product/charlotte-tilbury-k-i-s-s-i-n-g-lipstick-and-lip-gloss-duos-P511724?skuId=2765865","P511724","https://www.sephora.com/productimages/sku/s2765865-main-zoom.jpg?imwidth=270","K.I.S.S.I.N.G Lipstick and Lip Gloss Duos","$27.00","47","3.21"
"ISAMAYA","https://www.sephora.com/product/lips-balm-sheer-lipstick-balm-with-vitamin-e-P515457?skuId=2855476","P515457","https://www.sephora.com/productimages/sku/s2855476-main-zoom.jpg?imwidth=270","Lips Balm- Sheer Lipstick Balm with Vitamin E","$32.00","4","4.50"
"MERIT","https://www.sephora.com/product/merit-shade-slick-tinted-lip-oil-P468691?skuId=2489599","P468691","https://www.sephora.com/productimages/sku/s2489599-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","Shade Slick Classic Hydrating Tinted Lip Oil","$24.00","1549","4.28"
"GXVE BY GWEN STEFANI","https://www.sephora.com/product/xtra-sauce-longwear-vinyl-liquid-lipstick-P500491?skuId=2591485","P500491","https://www.sephora.com/productimages/sku/s2591485-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","Xtra Sauce Longwear Vinyl Liquid Lipstick","$24.00","177","3.80"
"Clarins","https://www.sephora.com/product/lip-comfort-hydrating-oil-set-P516018?skuId=2844066","P516018","https://www.sephora.com/productimages/sku/s2844066-main-zoom.jpg?imwidth=270","Lip Comfort Hydrating Oil Set","$28.00","1","5.00"
"Bobbi Brown","https://www.sephora.com/product/bobbi-brown-extra-plump-lip-serum-P504216?skuId=2769198","P504216","https://www.sephora.com/productimages/sku/s2769198-main-zoom.jpg?imwidth=270","Extra Plump Hydrating Lip Oil","$39.00","761","4.72"
"Supergoop!","https://www.sephora.com/product/supergoop-lipshade-100-mineral-spf-30-hydrating-lipstick-P506182?skuId=2677821","P506182","https://www.sephora.com/productimages/sku/s2677821-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","Lipshade 100% Mineral SPF 30 Hydrating Lipstick","$24.00","533","4.35"
